PDF,TITLE
1309.6289.pdf,Granular Generalized Variable Precision Rough Sets and Rational Approximations
1301.2369.pdf,Single Shot Temporal Action Detection
2106.14733.pdf,Linear Programming using Limited-Precision Oracles
1210.1158.pdf,Sequential Optimization Numbers and Conjecture about Edge-Symmetry and Weight-Symmetry Shortest Weight-Constrained Path
1910.13276.pdf,Characterization of canonical systems with six types of coins  for the change-making problem
2111.12392.pdf,High-Dimensional Similarity Search with Quantum-Assisted Variational Autoencoder
1707.04850.pdf,Exploiting Temporal Coherence for Multi-modal Video Categorization
2004.02907.pdf,Identifying Sources and Sinks in the Presence of Multiple Agents with Gaussian Process Vector Calculus
2010.04985.pdf,Combinations of Qualitative Winning for  Stochastic Parity Games
1911.09052.pdf,FreshDiskANN: A Fast and Accurate Graph-Based ANN Index for Streaming Similarity Search
1702.06850.pdf,ULN_aaai19
2205.15404.pdf,Successive Pruning for Model Compression via Rate Distortion Theory
1804.02079.pdf,graziotin_fagerholm
2212.09939.pdf,Proceedings Template - WORD
2107.10178.pdf,Sparse and Imperceptible Adversarial Attack via a Homotopy Algorithm
2106.06027.pdf,Title
2202.12451.pdf,IJCA_Revised_Current_Version_March_2010
2105.00518.pdf,Article
2208.10591.pdf,arXiv:1308.6694v1  [cs.FL]  30 Aug 2013
1305.7323.pdf,Safe-visor Architecture for Sandboxing (AI-based) Unverified Controllers in Stochastic Cyber-Physical Systems
1308.6694.pdf,A machine learning model for identifying cyclic alternating patterns in the sleeping brain
2102.05490.pdf,
1902.00837.pdf,Cognition in Software Engineering: A Taxonomy and Survey of a Half-Century of Research
2201.05551.pdf,Microsoft Word - 1
2211.03959.pdf,MicroNets: Neural Network Architectures for Deploying TinyML Applications on Commodity Microcontrollers
2010.11267.pdf,Microsoft Word - arxiv-su2
0908.1090.pdf,Microsoft Word - cost2_a
1806.10419.pdf,Detecting Anomalies in Sequential Data with Higher-order Networks
1107.0681.pdf,Efficient Specialized Spreadsheet Parsing for Data Science
1705.05396.pdf,Classification of Web Phishing Kits for early detection by platform providers
1909.10400.pdf,arXiv:1203.0683v1  [cs.LG]  3 Mar 2012
2007.09816.pdf,Scratch Community Blocks: Supporting Children as Data Scientists
2106.15984.pdf,An Evolutionary Framework for Automatic and Guided Discovery of Algorithms 
2110.01420.pdf,arXiv:1801.04545v1  [cs.IT]  14 Jan 2018
1610.04627.pdf,lang03a.dvi
2007.13132.pdf,Cost-effective Interactive Attention Learning with Neural Attention Process
2010.10623.pdf,Microsoft Word - A Vest of PIL_new.docx
2102.12035.pdf,
2006.05419.pdf,Paper Title (use style: paper title)
2010.13111.pdf,Random matrix-improved estimation of covariance matrix distances
1810.04534.pdf,Local Search for Policy Iteration in Continuous Control
2008.08032.pdf,Graph Embedding via Diffusion-Wavelets-Based Node Feature Distribution Characterization
1409.5546.pdf,Microsoft Word - cifer_1.4
2003.12618.pdf,The Past and Present of Imitation Learning
2210.00852.pdf,arXiv:0912.2820v1  [cs.IT]  15 Dec 2009
1803.08103.pdf,Beta10Rho99.eps
1505.06614.pdf,Attributed Graph Modeling with Vertex Replacement Grammars
1511.06429.pdf,Your Title
1803.08823.pdf,HyperProv: Decentralized Resilient Data Provenance at the Edge with Blockchains
0906.0346.pdf,Microsoft Word - Unified vector space knowledge representation system.doc
1502.06124.pdf,arXiv:0711.0692v1  [cs.CR]  5 Nov 2007
2108.04620.pdf,Applying physics-based loss functions to neural networks for improved generalizability in mechanics problems
1212.1913.pdf,Using Integrated Gradients to explain Linguistic Acceptability learnt by BERT
2106.07349.pdf,Microsoft Word - Sovereignty-ssi.docx
2012.14251.pdf,arXiv:1912.07312v1  [cs.FL]  16 Dec 2019
1912.07312.pdf,Semi-Supervised Visual Representation Learning for Fashion Compatibility
1704.07856.pdf,Language-agnostic Topic Classification for Wikipedia
1712.02520.pdf,MSO Queries on Trees: Enumerating Answers under Updates Using Forest Algebras
2105.02472.pdf,arXiv:1105.2246v1  [cs.LO]  11 May 2011
1605.04457.pdf,An Empirical Study of Path Feasibility Queries
0907.0589.pdf,Microsoft Word - JOS Main 01-08-2009 incl figures + tables.doc
1607.01302.pdf,arXiv:1303.1877v1  [math.CA]  8 Mar 2013
1006.4035.pdf,arXiv:1402.5208v1  [q-fin.RM]  21 Feb 2014
2007.05795.pdf,Automatic Product Ontology Extraction from Textual Reviews
2008.06249.pdf,Paper Title (use style: paper title)
2101.09207.pdf,Knowledge-Based Automatic Generation of Linear Algebra Algorithms and Code
2104.13667.pdf,Invariant Causal Prediction for Block MDPs
2112.11769.pdf,Universally typical Sets for ergodic Sources of multidimensional Data
1910.05930.pdf,Microsoft Word - Person-Specific Face Liveness Detection Based on Siamese Network-arxiv.docx
1903.05369.pdf,(divide_conquer.pdf)
2203.07547.pdf,An Efficient Analyses of the Behavior of One Dimensional Chaotic Maps using 0-1 Test and Three State Test
2012.04156.pdf,Not All Ops Are Created Equal!
2202.05797.pdf,Colbert_etal_CyberPhysicalWargaming_arxiv0
1912.08638.pdf,Article
1811.06225.pdf,On the Implicit Bias of Dropout
1607.06221.pdf,untitled
1105.2264.pdf,arXiv:2108.01430v1  [cs.DS]  3 Aug 2021
2108.04927.pdf,Microsoft Word - aed01
1812.02048.pdf,Transaction / Regular Paper Title
1902.09094.pdf,Microsoft Word - 2.doc
1910.02035.pdf,arXiv:1112.4264v1  [cs.GT]  19 Dec 2011
1502.01228.pdf,Microsoft Word - Pre-Print.docx
1112.4264.pdf,report
2102.05169.pdf,Microsoft Word - 10
1112.0311.pdf,Microsoft Word - PREMA-v12.docx
1202.4527.pdf,Deep Learning methods for automatic evaluation of delayed enhancement-MRI. The results of the EMIDEC challenge.
2009.03140.pdf,REFUGE Challenge: A Unified Framework for Evaluating Automated Methods for Glaucoma Assessment from Fundus Photographs
1904.03832.pdf,Traceability Support for Multi-Lingual Software Projects
1303.0780.pdf,arXiv:1301.5263v1  [math.CO]  22 Jan 2013
1503.08085.pdf,Paper Title (use style: paper title)
1901.07291.pdf,
1010.1047.pdf,Network-Aware Strategies in Financial Systems
1902.01220.pdf,Handheld Multi-Frame Super-Resolution
1910.03879.pdf,arXiv:2301.02831v1  [cs.IT]  7 Jan 2023
1905.03277.pdf,paper.dvi
1609.01826.pdf,Meta-Learned Invariant Risk Minimization
1803.04102.pdf,A template for the arxiv style
1201.0533.pdf,WDC Products: A Multi-Dimensional Entity Matching Benchmark
2003.12817.pdf,Microsoft Word - G_YoungCMMR(68).docx
2301.09521.pdf,Microsoft Word - Conscious_machines5.doc
1506.03124.pdf,Task-Aware Compressed Sensing with Generative Adversarial Networks
2102.03798.pdf,Discount Factor as a Regularizer in Reinforcement Learning
1904.07233.pdf,Paper Title (use style: paper title)
1611.05365.pdf,Deterministic Combinatorial Replacement Paths and Distance Sensitivity Oracles
1706.00307.pdf,arXiv:2005.06009v1  [math.OC]  12 May 2020
1703.05061.pdf,Learning from History and Present: Next-item Recommendation via Discriminatively Exploiting User Behaviors
2110.12896.pdf,Microsoft Word - KHhasFigures.2.docx
1711.07792.pdf,Microsoft Word - 15.doc
2206.02063.pdf,Microsoft Word - Gao-AJAS.doc
2002.12528.pdf,Scheduling for Optimal Rate Allocation in Ad Hoc Networks Subject to Heterogeneous Delay Constraints
2108.10749.pdf,An OAI-PMH-based Web Service for the Generation of Co-Author Networks
2112.03605.pdf,A Cost- Effective Design of Reversible Programmable Logic Array
1709.09905.pdf,A Deep Learning Approach to Mapping Irrigation: IrrMapper-U-Net
1912.10312.pdf,A Data Driven Method of Feedforward Compensator Optimization for Autonomous Vehicle Control
1802.00561.pdf,Formally Secure Compilation of Unsafe Low-Level Components
2109.03862.pdf,Hiding in the Particles: When Return-OrientedProgramming Meets Program Obfuscation
1704.04190.pdf,for CCE.docx
1010.5545.pdf,attribute-gen.eps
1811.02074.pdf,Extended Abstract Template
2012.07233.pdf,hep-th
2211.01348.pdf,Estimating Active Cases of COVID-19
1807.00735.pdf,
2001.08773.pdf,The Strength of Connectivity of Random Graphs induced by Pairwise Key Predistribution Schemes: Implications on Security and Reliability of Heterogeneous Sensor Networks
1603.05433.pdf,Datacenter RPCs can be General and Fast
1911.05147.pdf,Microsoft Word - conference-mehek-21.11.2016-mzc
1907.07982.pdf,Sparse evolutionary Deep Learning with over one million artificial neurons on commodity hardware
1901.09181.pdf,Automatic Semantic Style Transfer using Deep Convolutional Neural Networks and Soft Masks
1912.07011.pdf,Hierarchical growing grid networks for skeleton based action recognition
2102.04738.pdf,Reinforcement Learning Agent Training with Goals for Real World Tasks
1806.01004.pdf,A Robust Interactive Facial Animation Editing System
1909.06933.pdf,Microsoft Word - DTIP_2007.doc
2004.05488.pdf,Avoiding and Escaping Depressions in Real-Time Heuristic Search
2201.06235.pdf,Unsupervised Learning of Sensorimotor Affordances by Stochastic Future Prediction
0802.3092.pdf,Efficient Algorithms for Battleship
1806.09655.pdf,PLOTS: Procedure Learning from Observations using Subtask Structure
2207.13921.pdf,Reflective Diary for Professional Development of Novice Teachers
1811.05590.pdf,RPD
1711.09251.pdf,arXiv:1505.00707v1  [cs.DM]  4 May 2015
1904.09162.pdf,Adversarial Attacks and Detection on Reinforcement Learning-Based Interactive Recommender Systems
1906.07398.pdf,Sample manuscript showing style and formatting specifications for SPIE e-journal papers
2108.02162.pdf,POI Semantic Model with a Deep Convolutional Structure
1909.02597.pdf,Discovering Interesting Cycles in Directed Graphs
1806.05086.pdf,
2206.09526.pdf,Distributed Kalman filtering with minimum-time consensus algorithm
2207.13884.pdf,A recursive system-free single-step temporal discretization method for finite difference methods
1604.00462.pdf,Computational Complexity of Covering Two-vertex Multigraphs with Semi-edges
1607.08236.pdf,New Complexity Results on Coalitional Manipulation of Borda
1507.07648.pdf,Microsoft Word - TED_brief_20_v5_correction_references.doc
2006.03260.pdf,Impartial selection with prior information
1805.04625.pdf,Microsoft Word - How to Determine an Optimal Noise Subspace -20210526-4.doc
2112.10287.pdf,"Date of publication xxxx 00, 0000, date of current version xxxx 00, 0000"
1108.3599.pdf,Agglomeration-Based Geometric Multigrid Solvers for Compact Discontinuous Galerkin Discretizations on Unstructured Meshes
1001.0210.pdf,arXiv:0805.1480v1  [cond-mat.dis-nn]  10 May 2008
1611.07573.pdf,BIOSTEC_2020
2009.06082.pdf,Productivity of Non-Orthogonal Term Rewrite Systems
1204.5544.pdf,Leveraging Catalog Knowledge Graphs for Query Attribute Identification in E-Commerce Sites
1907.03429.pdf,On Image Classification: Correlation v.s. Causality
1909.06961.pdf,
1809.02652.pdf,arXiv:2102.08772v1  [cs.CE]  11 Feb 2021
2204.03739.pdf,Learning to Ask: Question-based Sequential Bayesian Product Search
1704.00904.pdf,Kdhry.eps
1908.11733.pdf,Microsoft Word - csit88107
1701.03008.pdf,Coreset-based Strategies for Robust Center-type Problems
1103.0759.pdf,Microsoft Word - paper_by_schumann
1810.02495.pdf,
1102.4636.pdf,Microsoft Word - Дешко.docx
2110.10890.pdf,Increasing The Action Gap: New Operators For Reinforcement Learning
1806.09828.pdf,"Sequential Learning of Principal Curves: Summarizing Data Streams on the Fly - May 22, 2018"
1805.08629.pdf,Personalized Context-aware Re-ranking for E-commerce Recommender Systems 
1805.04288.pdf,"Hyperparameter Optimization Is Deceiving Us, and How to Stop It"
2107.10602.pdf,Ranking metrics on non-shuffled traffic
2103.03918.pdf,
2210.04621.pdf,Understanding and Improving Convolutional Neural Networks via Concatenated Rectified Linear Units
2012.09534.pdf, Asymmetric Valleys: Beyond Sharp and Flat Local Minima 
1603.05201.pdf,arvix vJ1
0812.0893.pdf,Microsoft Word - DTIP2007-1002.doc
1507.01388.pdf,Paper Title (use style: paper title)
1606.05626.pdf,arXiv:1906.03384v1  [math.OC]  8 Jun 2019
1902.03700.pdf,Microsoft Word - On Social Machines for Algorithmic Regulation_preprint.docx
1603.09701.pdf,Better Optimism By Bayes: Adaptive Planning with Rich Models
2105.06494.pdf,Finding Influential Training Samples for Gradient Boosted Decision Trees
1207.4577.pdf,Learning Program Embeddings to Propagate Feedback on Student Code
1402.1958.pdf,Sparsification and Filtering for Spatial-temporal GNN in Multivariate Time-series
1505.05969.pdf,Microsoft Word - PCS2021_VVC_opengop_switching_d10_clean2_smallerJPG_arxiv.docx
1901.10763.pdf,arXiv:1605.04553v1  [cs.CL]  15 May 2016
1402.5623.pdf,Characterizing and Predicting Email Deferral Behavior
1102.2946.pdf,Recurrent Inference Machines as inverse problem solvers for MR relaxometry
2003.13043.pdf,DCS Paper
2109.08490.pdf,arXiv:1212.6831v1  [cs.DS]  31 Dec 2012
1509.02673.pdf,Microsoft Word - Revised_MISO
2101.10063.pdf,Learning Financial Asset-Specific Trading Rules via Deep Reinforcement Learning
2101.00579.pdf,Frequency-Aware Reconstruction of Fluid Simulations with Generative Networks 
1912.08776.pdf,powergrid_k_runtime.eps
1605.04070.pdf,Multiple Uncertainties in Time-Variant Cosmological Particle Data
1107.5661.pdf,arXiv:0908.2119v1  [cs.IT]  14 Aug 2009
0906.5070.pdf,fig6.ps
1310.4919.pdf,"QarSUMO: A Parallel, Congestion-optimized Traffic Simulator"
1208.0095.pdf, What Skills do IT Companies look for in New Developers?  A Study with Stack Overflow Jobs 
2002.06247.pdf,Quantum Algorithms for Data Representation and Analysis
1505.03653.pdf,Your Title
1809.09566.pdf,arXiv:1209.0960v1  [math.NA]  5 Sep 2012
1608.01697.pdf,Microsoft Word - Measuring interesting rules in Characteristic rule_PETRA.doc
2108.09516.pdf,Title Goes Here
1610.07324.pdf,Microsoft Word - discrete.doc
1404.3181.pdf,Recommending Related Papers Based on Digital Library Access Records
1807.03422.pdf,An Exploratory Study of Applying a Scrum Development Process for Safety-Critical Systems
1512.06747.pdf,VANET Routing Protocols: Pros and Cons
1204.1201.pdf,OpenIPDM: A Probabilistic Framework for Estimating the Deterioration and Effect of Interventions on Bridges
2106.15615.pdf,Efficient and Effective Tail Latency Minimization in Multi-Stage Retrieval Systems
2201.08254.pdf,Microsoft Word - Siettos_tuning_APL_MCS_rev
1811.07996.pdf,10 Inventions on collapsible keyboards-arxiv
1711.09853.pdf,nGraph-HE: A Graph Compiler for Deep Learning  on Homomorphically Encrypted Data
2004.09316.pdf,A comparative study of CPU Scheduling Algorithm
1412.2290.pdf,SPAA_Brief_Announcement_owner
1912.11566.pdf,Microsoft Word - M Z Shakir
1310.3268.pdf,Prophet inequality for bipartite matching: merits of being simple and non adaptive
2108.04634.pdf,Deep Probabilistic Programming Languages: A Qualitative Study
1902.02078.pdf,Paper Title (use style: paper title)
0707.2998.pdf,Microsoft Word - StaticAnalysisTools.docx
2203.01150.pdf,"Computing the original eBWT faster, simpler, and with less memory"
2005.02328.pdf,Online Euclidean Spanners
1909.00470.pdf,Microsoft Word - 5.doc
1702.07311.pdf,puzzlef/report-pagerank-adjust-damping-factor-iteratively
1310.0120.pdf,Rebooting Ultrasonic Positioning Systems for Ultrasound-incapable Smart Devices
1007.4531.pdf,
1607.05208.pdf,Microsoft Word - 1.docx
2103.01189.pdf,Combining Boundary-Conforming Finite Element Meshes on Moving Domains Using a Sliding Mesh Approach
1709.06548.pdf,Preliminary data of the biodiversity in the area
1809.02637.pdf,Dart: Divide and Specialize for Fast Response to Congestion in RDMA-based Datacenter Networks
2003.08648.pdf,Insert Your Title Here
2204.04597.pdf,Microsoft Word - EAAI_Sap_fuzzy
2111.10367.pdf,Hop-Hop Relation-aware Graph Neural Networks
1908.07667.pdf,Microsoft Word - Ten Simple Rules 1 - making a vocabulary FAIR - arXiv.docx
1904.11834.pdf,arXiv:2208.03781v1  [cs.CR]  7 Aug 2022
2006.16611.pdf,Microsoft Word - BInZhao_android_revised copy.docx
1909.13541.pdf,data5_bis.eps
2109.06469.pdf,Microsoft Word - BQCMI.docx
2009.10984.pdf,arXiv:1501.05851v1  [cs.DM]  23 Jan 2015
2102.10799.pdf,State-Aware Variational Thompson Sampling for Deep Q-Networks
1701.02059.pdf,Process I-O model:
1908.04502.pdf,arXiv:1505.04274v1  [cs.CC]  16 May 2015
2011.13481.pdf,arXiv:1912.05390v1  [cs.DS]  11 Dec 2019
2008.09505.pdf,Paper Title (use style: paper title)
2007.01605.pdf,Movie Question Answering: Remembering the Textual Cues for Layered Visual Contents
1907.06757.pdf,Augmented Data Science Towards Industrialization and Democratization of Data Science
1505.04274.pdf,Lung Segmentation from Chest X-rays using Variational Data Imputation
2009.03871.pdf,arXiv:1804.09464v1  [cs.IT]  25 Apr 2018
2107.02648.pdf,Embedding Data within Knowledge Spaces
2011.12574.pdf,Brief Announcement:Feasibility of Cross-Chain Payment with Success Guarantees
1801.00075.pdf,On the Transferability of Pre-trained Language Models for Low-Resource Programming Languages
2006.14563.pdf,Can ML predict the solution value for a difficult combinatorial problem?
2201.02962.pdf,Tsallis Entropy is it needed
2101.02776.pdf,Towards Improving the Certified Robustness of Neural Networks by Exploiting Misclassified Examples
1902.00836.pdf,Microsoft Word - Manuscript_TamerOlmez3
1804.02014.pdf,Learning What Data to Learn
2201.02821.pdf,hoffmann04a.dvi
1107.0052.pdf,"Analyzing Conflict Freedom For Multi-threaded Programs With Time AnnotationsThis work has been supported by a grant from the Airbus Corporate Foundation and complementary funding by Région Lorraine, and this grant has funded a post-doctoral contrat for Jingshu Chen. "
2206.06795.pdf,An Equivalence between the Lasso and Support Vector Machines
1008.4161.pdf,Co-modelling of Agricultural Robotic Systems
1207.6630.pdf,Towards Collaborative Optimization of Cluster Configurations for Distributed Dataflow Jobs
2011.07965.pdf,DATC RDF: An Open Design Flow from Logic Synthesis to Detailed Routing
1401.2065.pdf,Microsoft Word - 02.Firas Ajil Modified - Jordon
1810.01078.pdf,Microsoft Word - microcircuits_prefinal.docx
2002.05349.pdf,case4b.eps
1303.1716.pdf,Sufficient Dimension Reduction for High-Dimensional Regression and Low-Dimensional Embedding: Tutorial and Survey
1203.5188.pdf,PARAFAC2N: Coupled Decomposition of Multi-modal Data with Drift in N Modes
2205.03501.pdf, 
1812.06125.pdf,Student/Teacher Advising through Reward Augmentation
1807.08635.pdf,Microsoft Word - Physics Archives Inverse Fold Problem 2010
1011.4644.pdf,An Automated Approach to Reasoning About Task-Oriented Insights in Responsive Visualization
0909.2859.pdf,Energy efficient mining on a quantum–enabled blockchain using light
1910.06790.pdf,Two-Sided Random Matching Markets: Ex-Ante Equivalence of the Deferred Acceptance Procedures
2103.01196.pdf,Periodic Deployment of Nodes in Wireless Sensor Networks to Maintain Connectivity: An Analysis
2005.08584.pdf,Efficient Learning of Practical Markov Random Fields  with Exact Inference
1806.01482.pdf,Towards Joint Learning of Optimal Signaling and Wireless Channel Access
2105.11248.pdf,Non-NP-Hardness of Translationally-Invariant Spin-Model Problems
2205.13596.pdf,Spectral Transform Forms Scalable Transformer
2103.10095.pdf,Deciding All Behavioral Equivalences at Once:A Game for Linear-time–Branching-time Spectroscopy
2204.11420.pdf,SE3M: A Model for Software Effort Estimation Using Pre-trained Embedding Models
2109.15295.pdf,Approximate exploitability: Learning a best response in large games
2004.09677.pdf,(Microsoft Word - An Adaptive Power Efficient Packet Scheduling Algorithm fo\205)
2209.04071.pdf,On Limited-Memory Subsampling Strategies for Bandits
2012.12556.pdf,arXiv:1404.7206v1  [cs.FL]  29 Apr 2014
2001.10799.pdf,Involution game with spatio-temporal heterogeneity of social resources
2208.10813.pdf,Online learning of windmill time series using Long Short-term Cognitive Networks
2206.06652.pdf,Article
1707.07623.pdf,resnet18.eps
2003.12203.pdf,Terrain Visibility Graphs: Persistence is Not Enough
2001.01829.pdf,ASGN: An Active Semi-supervised Graph Neural Network for Molecular Property Prediction
2007.13053.pdf,Resource Allocation in One-dimensional Distributed Service Networks with Applications
2008.09309.pdf,Microsoft Word - 20 SSIV Draft.docx
2011.03646.pdf,Chapurlat_AnnualReviewInControl_VersionWithFigures
1902.07785.pdf,Nonlinear and Linearised Primal and Dual Initial Boundary Value Problems: When are they Bounded? How are they Connected?
2105.07740.pdf,Rudder: A Cross Lingual Video and Text Retrieval Dataset
1608.04062.pdf,arXiv:1203.5051v1  [cs.CL]  22 Mar 2012
2207.02641.pdf,Signed Distance-based Deep Memory Recommender
2003.03055.pdf,System Design for a Data-driven and Explainable Customer Sentiment Monitor
1910.03865.pdf,Microsoft Word - EMBC16_0338.docx
1806.00762.pdf,Microsoft Word - A DHT Based Measure of Randomness_v3.doc
0908.3689.pdf,arXiv:1808.05088v1  [cs.PL]  15 Aug 2018
2004.08915.pdf,Scaling associative classification for very large datasets
2105.13355.pdf,Closed-Form Waiting Time Approximations for Polling Systems
2012.00059.pdf,Improved Deep Learning of Object Category using Pose Information
1810.03730.pdf,Microsoft Word - MMVR_Liver_Final.doc
1204.1910.pdf,Facilitating Asynchronous Participatory Design of Open Source Software: Bringing End Users into the Loop
2102.13021.pdf,Sliding Spectrum Decomposition for Diversified Recommendation
2107.09270.pdf,arXiv:1209.6449v1  [cs.IR]  28 Sep 2012
2208.14552.pdf,A Verified Packrat Parser Interpreter for Parsing Expression Grammars
1701.00823.pdf,Memory vectors for similarity search in high-dimensional spaces
2110.04988.pdf,Vessel-CAPTCHA: an efficient learning framework for vessel annotation and segmentation
2201.00995.pdf,IJCSI_Paper
1905.11948.pdf,Microsoft Word - 15
1710.04731.pdf,Convergence to weak solutions of a space-time hybridized discontinuous Galerkin method for the incompressible Navier–Stokes equations
1910.01467.pdf,Dynamic Membership for Regular Languages
1911.03766.pdf,An AI based talent acquisition and benchmarking for job
2110.11121.pdf,Proceedings Template - WORD
2102.07277.pdf,Imbalanced Image Classification with Complement Cross Entropy
2009.02189.pdf,Tunable Sensitivity to Large Errors in Neural Network Training
1912.02351.pdf,Paper Title (use style: paper title)
1510.08692.pdf,CFGConf: Supporting high level requirements for visualizing Control Flow Graphs
2012.00094.pdf,MOPS-Net: A Matrix Optimization-driven Network for Task-Oriented 3D Point Cloud Downsampling
0711.1269.pdf,Microsoft Word - Arxiv-2020-pang et.al.docx
2005.00383.pdf,Recommendations for Model-Driven Paradigms for Integrated Approaches to Cyber Defense
2008.07360.pdf,Novelty Search makes Evolvability Inevitable
1605.01278.pdf,A Survey of Research on Fair Recommender Systems
1811.05029.pdf,Hardness of Bichromatic Closest Pair with Jaccard Similarity
2210.00058.pdf,PPSGCN: A Privacy-Preserving Subgraph Sampling Based Distributed GCN Training Method
1907.02251.pdf,Weakly-supervised Multi-output Regression via Correlated Gaussian Processes
2110.13670.pdf,Microsoft Word - Investigating the Necessity of Distribution Markets in Accomodating High Penetration Microgrids
2205.07257.pdf,What Is the Best Way For Developers to Learn New Software Tools?: An Empirical Comparison Between a Text and a Video Tutorial
1311.0944.pdf,Microsoft Word - poster paper version0.6.docx
1704.00074.pdf,End-to-End Video Object Detection with Spatial-Temporal Transformers
1811.06621.pdf,Paper Title (use style: paper title)
2105.10920.pdf,Optimal locally private estimation under p loss for 1p2
2204.05994.pdf,Nonconvex Sparse Spectral Clustering by Alternating Direction Method of Multipliers and Its Convergence Analysis
1711.05400.pdf, A Feynman-Kac based numerical method for the exit time probability of a class of transport problems 
2106.12839.pdf,arXiv:0910.3766v1  [cs.LO]  20 Oct 2009
1805.12301.pdf,A Broader Picture of Random-walk Based Graph Embedding
2110.04806.pdf,Formalising a Turing-Complete Choreographic Language in Coq
2101.02930.pdf,LeXInt: Package for Exponential Integrators employing Leja interpolation
2110.09308.pdf,SciChain: Trustworthy Scientific Data Provenance 
1006.5768.pdf,ESCM2: Entire Space Counterfactual Multi-Task Model for Post-Click Conversion Rate Estimation
2204.05125.pdf,Assessing glaucoma in retinal fundus photographs using Deep Feature Consistent Variational Autoencoders
1301.7364.pdf,Evaluating Soccer Player: from Live Camera to Deep Reinforcement Learning
2004.03037.pdf,IJCSI_Paper_V1
1509.05612.pdf,Microsoft Word - Grossman and Ozluk.doc
2106.13884.pdf,arXiv:1902.01710v1  [math.OC]  5 Feb 2019
2212.07719.pdf,SpaceQA: Answering Questions about the Design of Space Missions and Space Craft Concepts
2006.11166.pdf,Preprocessing Source Code Comments for Linguistic Models
1607.07497.pdf,Multi-stream RNN for Merchant Transaction Prediction
1209.6398.pdf,How to Design a Program Repair Bot?Insights from the Repairnator Project
2011.02152.pdf,%Template for producing VLSI Symposia proceedings
2104.11410.pdf,Age-of-Information vs. Value-of-Information Scheduling for  Cellular Networked Control Systems
1803.08298.pdf,AAAI Press Formatting Instructions for Authors Using LaTeX -- A Guide
1912.00314.pdf,Centralization Problem for Opinion Convergence in Decentralized Networks
2107.14261.pdf,Microsoft Word - 5-Web Service Testing Tools - A Comparative Study
1908.01300.pdf,Self assessment format for promotion
2006.09043.pdf,x_pk_GSNH_SPNH.eps
2003.12406.pdf,Violence Detection in Videos
2109.08941.pdf,Fail-Aware LIDAR-Based Odometry for Autonomous Vehicles
1811.02643.pdf,Interpretability via Model Extraction
2105.02099.pdf,CMMM_6902321 1..13
1906.11798.pdf,Microsoft Word - N-continuous OFDM System Optimization and Performance Analysis.docx
1905.02238.pdf,arXiv:1205.6558v1  [cs.LO]  30 May 2012
1611.06589.pdf,rl_reach: Reproducible Reinforcement Learning Experiments for Robotic Reaching Tasks
1003.0522.pdf,Your Title
2104.01130.pdf,Paper Title (use style: paper title)
2205.04944.pdf,Outlier Detection Techniques for SQL and ETL Tuning
1605.06848.pdf,The development and evaluation of the SmartAbility Android Application to detect users’ abilities
1704.01917.pdf,Microsoft Word - V2-I1-P17-27
2007.01922.pdf,Microsoft Word - CSN.040108.doc
2103.16997.pdf,Model Counting meets F0 Estimation
2101.00897.pdf,IDIoT: Securing the Internet of Things like it's 1994
1712.03623.pdf,Type here title of the paper
1904.06442.pdf,Microsoft Word - 09.Mary sowjanya
1410.2881.pdf,Microsoft Word - AR-CSIT-PUNE-26059-1583
2011.09664.pdf,A Unifying Formalism for Shortest Path Problems with Expensive Edge Evaluations via Lazy Best-First Search over Paths with Edge Selectors
1910.13939.pdf,Testing probability distributions using conditional samples
1805.02176.pdf,kl.eps
2005.00937.pdf,Reinventing Data Stores for Video Analytics
2009.04525.pdf,genLoss.dvi
1809.03776.pdf,clustersizes.eps
2108.05680.pdf,Microsoft Word - M.Komeili
1702.02063.pdf,Exploiting Inherent Elasticity of Serverless in Irregular Algorithms
2211.02012.pdf,sv-lncs
1911.10081.pdf,Elementary transformation analysis for Array-OL
1507.02907.pdf,
1104.4300.pdf,Towards Frequency-Based Explanation for Robust CNN
2102.11403.pdf,Chiaramello_MetamapITA_JBI_Manuscript_ok
1306.1154.pdf,ACCOUNT PATTERN
2108.13222.pdf,Inferring Human Observer Spectral Sensitivities from Video Game Data
1312.2341.pdf,arXiv:1010.1052v1  [cs.IT]  6 Oct 2010
1010.1052.pdf,
2008.11053.pdf,Diachronic Cross-modal Embeddings *
1903.11456.pdf,Does Adversarial Oversampling Help us?
1911.02887.pdf,Inapproximability of combinatorial problems via small LPs and SDPs
1504.02799.pdf,Paper Title (use style: paper title)
2006.11979.pdf,2017 Formatting Instructions for Authors Using LaTeX
1710.09718.pdf,Implementation of Training Convolutional Neural Networks
1807.08655.pdf,Modeling Techniques for Logic Locking
2210.03167.pdf,Code Integrity Attestation for PLCs using Black Box Neural Network Predictions
2106.06403.pdf,New region force for variational models in image segmentation and high dimensional data clustering 
1903.09299.pdf,"The Title of the Paper: Perhaps a Very Long Title, or an Extremely Long, Title that Spans More Than One Line"
2108.13837.pdf,arXiv:0907.0472v1  [cs.IT]  2 Jul 2009
2109.02587.pdf,Microsoft Word - scut_v1.doc
2010.06407.pdf,Robustness Certificates Against Adversarial Examples for ReLU Networks
1902.08091.pdf,Predicting Rate of Cognitive Decline at Baseline  Using a Deep Neural Network with Multidata Analysis 
2109.14470.pdf,Your Title
1208.0745.pdf,Microsoft Word - ARK2000_7.doc
0810.4249.pdf,Microsoft Word - LNA_Article
